1,Twitterbridge,3986.24
2,Kazu,1559.17
3,Vimbo,2965.79
4,Cogilith,9764.06
5,Kimia,3639.61
6,Photobug,4168.48
7,Shuffletag,1178.05
8,Roodel,451.67
9,Yodoo,9574.01
10,Gabtune,9297.4
11,Wordtune,8335.4
12,Zoomzone,354.72
13,Kwideo,1651.53
14,Voomm,1374.83
15,Meevee,4960.82
16,Thoughtsphere,1719.95
17,Eabox,2383.42
18,Wordtune,313.65
19,Kamba,7554.98
20,Viva,3948.04
21,Yombu,6414.41
22,Blogtags,2149.31
23,Riffwire,9556.99
24,Wordpedia,3690.11
25,Dynabox,7159.92
26,Topiczoom,7016.9
27,Mydeo,937.29
28,Jaloo,3228.89
29,Blogtags,4859.07
30,Voonder,8808.66
31,Livetube,7427.36
32,Fadeo,8392.68
33,Fivechat,6159.94
34,DabZ,9840.29
35,Eidel,3530.28
36,Eamia,6099.61
37,Quaxo,9904.22
38,Innotype,2863.99
39,Gigaclub,8870.04
40,Skalith,244.76
41,Shufflester,4997.05
42,Muxo,2941.71
43,Thoughtbridge,4653.95
44,Aibox,2866.46
45,Topiclounge,118.01
46,Edgeify,3784.06
47,Leenti,8545.75
48,Devshare,2572.18
49,Gabcube,8490.47
50,Tagopia,5662.13
51,Wordware,6301.13
52,Eazzy,3930.71
53,Oyoyo,6370.26
54,Quire,9035.25
55,Voolia,4437.12
56,Topiclounge,2218.97
57,Jatri,5642.76
58,Skipstorm,6849.2
59,Blognation,2690.75
60,Leexo,2066.53
61,Dynazzy,5722.28
62,Voomm,1365.26
63,Kwilith,5369.04
64,Janyx,3471.2
65,Pixope,9312.29
66,Youbridge,9990.9
67,Tavu,4976.88
68,Gabvine,9365.74
69,Devshare,7267.37
70,Thoughtmix,4695.98
71,Livefish,750.2
72,Mydo,9962.9
73,Brainlounge,4274.1
74,Zooveo,7268.55
75,Voonix,2690.33
76,Browseblab,6932.82
77,Blogtags,389.88
78,Thoughtmix,5530.45
79,Realblab,4622.84
80,Gabspot,6030.46
81,Jabberbean,8279.39
82,Browsecat,3160.82
83,Twitterbridge,3466.49
84,Shufflester,7938.88
85,Quamba,2598.66
86,Thoughtbridge,2197.1
87,Linklinks,7998.51
88,Oodoo,5560.84
89,Edgetag,4129.81
90,Topicblab,946.27
91,Thoughtstorm,9000.68
92,Brainlounge,9458.28
93,Livetube,5076.28
94,Twitterbridge,5324.36
95,Gabvine,4313.92
96,Oyondu,1216.05
97,Tagchat,1333.0
98,Twitterbridge,8030.11
99,Katz,1731.56
100,Mycat,2608.78
101,Linklinks,5707.54
102,Linkbuzz,912.8
103,Youbridge,3941.05
104,Ntag,2154.65
105,Yadel,5465.02
106,Tagchat,2311.34
107,Yotz,5997.15
108,Eamia,6190.08
109,Oyondu,4535.85
110,Voolia,8020.33
111,Edgewire,3268.57
112,Snaptags,7980.27
113,Zoomcast,8031.71
114,Innotype,7931.16
115,Lazz,1009.64
